QueryID	SubjectID	Identity	AlignmentLen	Mismatch	GapOpen	QueryStart	QueryEnd	SubjectStart	SubjectEnd	E-value	BitScore	SubjectDefID	SubjectDef
unnamed	gb|MEM3875394.1|	15.686	255	215	17	7	244	56	310	8.04324e-76	243	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3760319.1|	16.078	255	214	17	7	244	56	310	8.58541e-76	243	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM4700657.1|	15.686	255	215	17	7	244	56	310	8.96702e-76	242	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2463758.1|	15.686	255	215	17	7	244	56	310	4.38492e-75	241	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM1540529.1|	15.686	255	215	17	7	244	56	310	4.62984e-75	241	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2971509.1|	15.294	255	216	17	7	244	56	310	8.41797e-75	240	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|TET19629.1|	21.839	261	204	23	2	244	67	322	8.64484e-75	240	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM3596514.1|	15.686	255	215	17	7	244	56	310	1.19197e-74	240	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3697129.1|	17.647	255	210	17	7	244	56	310	5.88992e-74	238	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MBS7608679.1|	14.943	261	222	17	1	244	51	311	1.25758e-73	237	phage	major capsid protein [Candidatus Bathyarchaeota archaeon] >gb|MEM1565227.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2242846.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2318848.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2355733.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3577564.1|	14.286	252	216	17	10	244	59	310	1.69e-73	236	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3704697.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2445906.1|	15.294	255	216	17	7	244	57	311	1.79995e-73	236	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3699836.1|	16.863	255	212	17	7	244	56	310	2.07753e-73	236	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MBS7646326.1|	15.294	255	216	17	7	244	57	311	2.43997e-73	236	phage	major capsid protein [Candidatus Bathyarchaeota archaeon] >gb|MEM2281896.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3361199.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM1566778.1|	15.294	255	216	17	7	244	57	311	3.80929e-73	236	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2254890.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2517951.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2643045.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2780502.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2263322.1|	14.943	261	222	17	1	244	51	311	4.38716e-73	236	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2463258.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MBX5327604.1|	22.605	261	202	23	2	244	51	306	4.56947e-73	235	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-4] >gb|MDH7595996.1| phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM0095023.1|	15.686	255	215	17	7	244	57	311	5.05268e-73	235	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2387441.1|	15.294	255	216	17	7	244	57	311	6.30682e-73	235	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2917796.1|	21.456	261	205	23	2	244	51	306	1.25557e-72	234	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3011508.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3357051.1|	16.863	255	212	17	7	244	56	310	2.34281e-72	234	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MDH5782072.1|	21.839	261	204	23	2	244	53	308	2.53392e-72	233	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCS7124766.1|	16.078	255	214	17	7	244	56	310	3.46393e-72	233	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM2102344.1|	22.222	261	203	23	2	244	51	306	6.84025e-72	232	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3566286.1|	15.709	261	220	17	1	244	50	310	8.53296e-72	232	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3729023.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3553421.1|	15.709	261	220	17	1	244	50	310	1.02633e-71	232	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3612754.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3735903.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3773778.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3840681.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2816179.1|	17.255	255	211	17	7	244	56	310	1.09544e-71	232	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3161830.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM0006833.1|	15.709	261	220	17	1	244	50	310	1.13172e-71	232	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|RLG93064.1|	21.839	261	204	23	2	244	51	306	1.46348e-71	231	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon] >tpg|HDI07916.1| phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	tpg|HVP41006.1|	21.839	261	204	23	2	244	51	306	1.63145e-71	231	phage	major capsid protein [Candidatus Krumholzibacteriaceae bacterium]
unnamed	gb|MEM2386006.1|	15.294	255	216	17	7	244	56	310	1.9692e-71	231	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3356737.1|	14.902	255	217	17	7	244	56	310	2.05663e-71	231	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2631354.1|	16.078	255	214	17	7	244	58	312	2.89711e-71	231	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3875132.1|	15.709	261	220	17	1	244	50	310	3.31646e-71	231	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MBX5321845.1|	16.078	255	214	17	7	244	56	310	3.65697e-71	231	hypothetical	protein [Candidatus Bathyarchaeota archaeon A05DMB-3] >gb|MDH7607676.1| phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|RJS76989.1|	15.686	255	215	17	7	244	56	310	4.49497e-71	230	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM2995327.1|	14.902	255	217	17	7	244	56	310	5.3479e-71	230	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3616673.1|	16.092	261	219	17	1	244	50	310	6.0922e-71	230	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM4700629.1|	15.326	261	221	17	1	244	50	310	6.6451e-71	230	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3463893.1|	14.118	255	219	17	7	244	58	312	8.2159e-71	230	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM1564036.1|	15.294	255	216	17	7	244	47	301	8.25163e-71	230	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3731716.1|	14.51	255	218	17	7	244	58	312	1.3247e-70	229	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3785532.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|RLI16989.1|	14.902	255	217	17	7	244	56	310	1.6906e-70	229	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM3054505.1|	15.709	261	220	17	1	244	50	310	1.78491e-70	229	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MBX5328641.1|	14.902	255	217	17	7	244	56	310	2.12354e-70	229	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-5] >gb|MDH7558391.1| phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM1564061.1|	16.335	251	210	17	11	244	60	310	2.14672e-70	229	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2263334.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2676245.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM3379139.1|	15.294	255	216	17	7	244	56	310	3.10518e-70	228	hypothetical	protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MCX8177957.1|	16.863	255	212	17	7	244	53	307	3.60276e-70	228	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM2971116.1|	14.902	255	217	17	7	244	56	310	4.30064e-70	228	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM2675865.1|	15.686	255	215	17	7	244	58	312	5.25855e-70	228	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|RJS77690.1|	14.51	255	218	17	7	244	56	310	6.56755e-70	228	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCW4029512.1|	15.079	252	214	17	10	244	58	309	8.07194e-70	227	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|NWF86519.1|	15.294	255	216	17	7	244	56	310	1.07041e-69	227	hypothetical	protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM3626450.1|	16.078	255	214	17	7	244	56	310	1.43493e-69	226	hypothetical	protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MEM1564175.1|	15.294	255	216	17	7	244	47	301	1.60065e-69	226	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MCW3998741.1|	15.079	252	214	17	10	244	58	309	1.74481e-69	226	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCW3983658.1|	15.294	255	216	17	7	244	55	309	2.05301e-69	226	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCL4429644.1|	15.476	252	213	17	10	244	58	309	3.03449e-69	226	phage	major capsid protein [Chloroflexota bacterium]
unnamed	gb|MCW4006166.1|	13.889	252	217	17	10	244	59	310	3.10115e-69	226	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM3459040.1|	14.118	255	219	17	7	244	56	310	3.27402e-69	226	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3460642.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3632659.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3668594.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MBS7615604.1|	14.902	255	217	17	7	244	56	310	3.98037e-69	225	hypothetical	protein [Candidatus Bathyarchaeota archaeon] >gb|MEM2147909.1| hypothetical protein [Candidatus Bathyarchaeia archaeon]
unnamed	tpg|HVO37047.1|	15.686	255	215	17	7	244	55	309	5.34987e-69	225	hypothetical	protein [Candidatus Acidiferrum sp.]
unnamed	gb|MCW3994585.1|	14.683	252	215	17	10	244	59	310	6.39932e-69	225	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MBT0160738.1|	14.902	255	217	17	7	244	56	310	8.05904e-69	225	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-2]
unnamed	gb|MFB3887945.1|	14.683	252	215	17	10	244	59	310	9.77084e-69	225	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MCW3984154.1|	15.476	252	213	17	10	244	59	310	1.10096e-68	225	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|NWG10248.1|	15.686	255	215	17	7	244	56	310	2.14007e-68	224	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MBT0158951.1|	13.333	255	221	17	7	244	58	312	3.13615e-68	223	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-2]
unnamed	gb|MEM2108745.1|	15.686	255	215	17	7	244	55	309	3.77284e-68	223	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
unnamed	gb|MCW4017352.1|	15.079	252	214	17	10	244	60	311	3.90719e-68	223	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCD6431826.1|	14.683	252	215	17	10	244	59	310	6.33337e-68	222	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MBN1244787.1|	15.873	252	212	17	10	244	59	310	6.59556e-68	222	hypothetical	protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCW4004608.1|	13.889	252	217	17	10	244	59	310	8.19369e-68	222	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCW4010644.1|	15.873	252	212	17	10	244	59	310	9.74674e-68	222	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|RJS69027.1|	14.683	252	215	17	10	244	61	312	9.82469e-68	222	MAG:	hypothetical protein CW693_03285 [Candidatus Bathyarchaeota archaeon] >gb|RLI16524.1| MAG: hypothetical protein DRO41_01475 [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MCL5877286.1|	15.476	252	213	17	10	244	59	310	1.44032e-67	221	hypothetical	protein [Candidatus Bathyarchaeota archaeon]
unnamed	gb|MEM2129292.1|	16.471	255	213	17	7	244	56	310	1.69971e-67	221	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
