QueryID	SubjectID	Identity	AlignmentLen	Mismatch	GapOpen	QueryStart	QueryEnd	SubjectStart	SubjectEnd	E-value	BitScore	SubjectDefID	SubjectDef
QMQO01000002.1_MCP_1	gb|MEM4700657.1|	26.259	278	205	16	1	267	39	311	1.13296e-104	317	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3760319.1|	26.259	278	205	16	1	267	39	311	1.23635e-104	317	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3875394.1|	26.619	278	204	16	1	267	39	311	1.50481e-104	316	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM1540529.1|	26.715	277	203	16	2	267	40	311	1.42586e-103	314	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM2463758.1|	26.715	277	203	16	2	267	40	311	2.99518e-103	313	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3596514.1|	26.619	278	204	16	1	267	39	311	4.02171e-103	313	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM2971509.1|	26.259	278	205	16	1	267	39	311	4.7891e-103	313	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3577564.1|	26.619	278	204	16	1	267	39	311	8.08688e-103	312	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3704697.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3697129.1|	26.354	277	204	16	1	266	39	310	1.7554e-101	309	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3699836.1|	26.354	277	204	16	1	266	39	310	2.46203e-101	308	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3357051.1|	26.715	277	203	16	1	266	39	310	6.50242e-101	307	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3463893.1|	24.101	278	211	16	1	267	41	313	1.38124e-100	306	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|RJS76989.1|	26.259	278	205	16	1	267	39	311	4.20148e-100	305	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MEM3731716.1|	23.741	278	212	16	1	267	41	313	4.39073e-100	305	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3785532.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MCW3983658.1|	25.54	278	207	16	1	267	38	310	9.948e-100	304	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MEM2816179.1|	28.058	278	200	16	1	267	39	311	1.08553e-99	304	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3161830.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM2445906.1|	25.651	269	200	14	9	266	46	311	2.08933e-99	303	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3356737.1|	25.271	277	207	16	1	266	39	310	2.13506e-99	303	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MBS7608679.1|	25.651	269	200	14	9	266	46	311	2.77455e-99	303	phage	major capsid protein [Candidatus Bathyarchaeota archaeon] >gb|MEM1565227.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2242846.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2318848.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2355733.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM1566778.1|	26.022	269	199	14	9	266	46	311	3.30369e-99	303	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2254890.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2517951.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2643045.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2780502.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM0095023.1|	25.651	269	200	14	9	266	46	311	3.89104e-99	303	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MBS7646326.1|	25.651	269	200	14	9	266	46	311	4.24589e-99	303	phage	major capsid protein [Candidatus Bathyarchaeota archaeon] >gb|MEM2281896.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3361199.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM2387441.1|	26.022	269	199	14	9	266	46	311	4.83823e-99	303	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MBX5328641.1|	25.271	277	207	16	2	267	40	311	7.24532e-99	302	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-5] >gb|MDH7558391.1| phage major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MEM2263322.1|	25.651	269	200	14	9	266	46	311	7.32577e-99	302	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM2463258.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3459040.1|	25.18	278	208	16	1	267	39	311	7.73542e-99	302	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3460642.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3632659.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3668594.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM3379139.1|	24.82	278	209	16	1	267	39	311	7.90605e-99	302	hypothetical	protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM2995327.1|	25.362	276	206	16	2	266	40	310	8.44085e-99	302	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|RLI16989.1|	23.741	278	212	16	1	267	39	311	9.11066e-99	302	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MBT0158951.1|	24.101	278	211	16	1	267	41	313	9.52007e-99	302	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-2]
QMQO01000002.1_MCP_1	gb|NWF86519.1|	24.46	278	210	16	1	267	39	311	1.20984e-98	301	hypothetical	protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MEM3875132.1|	26.022	269	199	14	9	266	45	310	1.44056e-98	301	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MFB3887945.1|	24.82	278	209	16	1	267	39	311	1.58934e-98	301	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MCS7124766.1|	25.651	269	200	14	9	266	45	310	1.95516e-98	301	phage	major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MBX5321845.1|	24.907	269	202	14	9	266	45	310	2.15685e-98	301	hypothetical	protein [Candidatus Bathyarchaeota archaeon A05DMB-3] >gb|MDH7607676.1| phage major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MEM3566286.1|	25.651	269	200	14	9	266	45	310	4.06058e-98	300	phage	major capsid protein [Candidatus Bathyarchaeia archaeon] >gb|MEM3729023.1| phage major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MEM0006833.1|	25.279	269	201	14	9	266	45	310	4.19566e-98	300	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
QMQO01000002.1_MCP_1	gb|MBT0160738.1|	24.46	278	210	16	1	267	39	311	5.2185e-98	300	phage	major capsid protein [Candidatus Bathyarchaeota archaeon A05DMB-2]
QMQO01000002.1_MCP_1	gb|RJS77690.1|	23.741	278	212	16	1	267	39	311	6.01353e-98	300	MAG:	phage major capsid protein [Candidatus Bathyarchaeota archaeon]
QMQO01000002.1_MCP_1	gb|MEM3054505.1|	24.91	277	208	16	1	266	39	310	7.7283e-98	299	phage	major capsid protein [Candidatus Bathyarchaeia archaeon]
